sales_line_id,date_key,store_id,product_id,qty_sold,net_sales_value
5025023,20260428,S116,P1030,1,37.79
5025024,20260428,S116,P1032,1,89.99
5025024,20260428,S116,P1032,1,89.99
5025025,20260428,S116,P1034,1,14.39
5025025,20260428,S116,P1034,1,14.39
5025026,20260428,S116,P1037,1,29.99
5025026,20260428,S116,P1037,1,29.99
5025027,20260428,S116,P1039,1,25.19
5025027,20260428,S116,P1039,1,25.19
5025028,20260428,S117,P1001,1,27.99
5025028,20260428,S117,P1001,1,27.99
5025029,20260428,S117,P1008,1,35.09
5025029,20260428,S117,P1008,1,35.09
5025030,20260428,S117,P1009,1,36.89
5025030,20260428,S117,P1009,1,36.89
5025031,20260428,S117,P1013,5,204.95
5025031,20260428,S117,P1013,5,204.95
5025032,20260428,S117,P1017,1,114.99
5025032,20260428,S117,P1017,1,114.99
5025033,20260428,S117,P1018,1,100.79
5025033,20260428,S117,P1018,1,100.79
5025034,20260428,S117,P1020,1,112.99
5025034,20260428,S117,P1020,1,112.99
5025035,20260428,S117,P1022,1,121.99
5025035,20260428,S117,P1022,1,121.99
5025036,20260428,S117,P1024,1,75.19
5025036,20260428,S117,P1024,1,75.19
5025037,20260428,S117,P1027,1,71.99
5025037,20260428,S117,P1027,1,71.99
5025038,20260428,S117,P1030,1,41.99
5025038,20260428,S117,P1030,1,41.99
5025039,20260428,S117,P1031,2,109.98
5025039,20260428,S117,P1031,2,109.98
5025040,20260428,S117,P1034,1,15.99
5025040,20260428,S117,P1034,1,15.99
5025041,20260428,S117,P1035,1,22.99
5025041,20260428,S117,P1035,1,22.99
5025042,20260428,S117,P1036,1,25.99
5025042,20260428,S117,P1036,1,25.99
5025043,20260428,S117,P1039,1,27.99
5025043,20260428,S117,P1039,1,27.99
5025044,20260428,S118,P1002,1,31.49
5025044,20260428,S118,P1002,1,31.49
5025045,20260428,S118,P1003,3,89.97
5025045,20260428,S118,P1003,3,89.97
5025046,20260428,S118,P1004,2,52.78
5025046,20260428,S118,P1004,2,52.78
5025047,20260428,S118,P1005,1,39.99
5025047,20260428,S118,P1005,1,39.99
5025048,20260428,S118,P1006,1,37.99
5025048,20260428,S118,P1006,1,37.99
5025049,20260428,S118,P1009,1,40.99
5025049,20260428,S118,P1009,1,40.99
5025050,20260428,S118,P1011,2,101.98
5025050,20260428,S118,P1011,2,101.98
5025051,20260428,S118,P1013,3,122.97
5025051,20260428,S118,P1013,3,122.97
5025052,20260428,S118,P1014,1,29.99
5025052,20260428,S118,P1014,1,29.99
5025053,20260428,S118,P1015,3,89.07
5025053,20260428,S118,P1015,3,89.07
5025054,20260428,S118,P1017,1,114.99
5025054,20260428,S118,P1017,1,114.99
5025055,20260428,S118,P1024,1,84.59
5025055,20260428,S118,P1024,1,84.59
5025056,20260428,S118,P1026,1,69.59
5025056,20260428,S118,P1026,1,69.59
5025057,20260428,S118,P1033,1,9.99
5025057,20260428,S118,P1033,1,9.99
5025058,20260428,S118,P1035,1,22.99
5025058,20260428,S118,P1035,1,22.99
5025059,20260428,S118,P1039,1,22.39
5025059,20260428,S118,P1039,1,22.39
5025060,20260428,S119,P1002,1,34.99
5025060,20260428,S119,P1002,1,34.99
5025061,20260428,S119,P1003,1,29.99
5025061,20260428,S119,P1003,1,29.99
5025062,20260428,S119,P1009,1,40.99
5025062,20260428,S119,P1009,1,40.99
5025063,20260428,S119,P1011,2,101.98
5025063,20260428,S119,P1011,2,101.98
5025064,20260428,S119,P1013,1,40.99
5025064,20260428,S119,P1013,1,40.99
5025065,20260428,S119,P1017,1,103.49
5025065,20260428,S119,P1017,1,103.49
5025066,20260428,S119,P1019,3,237.57
5025066,20260428,S119,P1019,3,237.57
5025067,20260428,S119,P1020,2,225.98
5025067,20260428,S119,P1020,2,225.98
5025068,20260428,S119,P1021,1,57.59
5025068,20260428,S119,P1021,1,57.59
5025069,20260428,S119,P1022,1,121.99
5025069,20260428,S119,P1022,1,121.99
5025070,20260428,S119,P1023,2,206.98
5025070,20260428,S119,P1023,2,206.98
5025071,20260428,S119,P1024,1,84.59
5025071,20260428,S119,P1024,1,84.59
5025072,20260428,S119,P1029,2,157.98
5025072,20260428,S119,P1029,2,157.98
5025073,20260428,S119,P1030,1,41.99
5025073,20260428,S119,P1030,1,41.99
5025074,20260428,S119,P1030,-1,-41.99
5025074,20260428,S119,P1030,-1,-41.99
5025075,20260428,S119,P1031,1,43.99
5025075,20260428,S119,P1031,1,43.99
5025076,20260428,S119,P1031,-1,-54.99
5025076,20260428,S119,P1031,-1,-54.99
5025077,20260428,S119,P1035,1,22.99
5025077,20260428,S119,P1035,1,22.99
5025078,20260428,S119,P1036,1,25.99
5025078,20260428,S119,P1036,1,25.99
5025079,20260428,S119,P1037,1,29.99
5025079,20260428,S119,P1037,1,29.99
5025080,20260428,S119,P1038,1,8.99
5025080,20260428,S119,P1038,1,8.99
5025081,20260428,S120,P1004,1,32.99
5025081,20260428,S120,P1004,1,32.99
5025082,20260428,S120,P1005,1,39.99
5025082,20260428,S120,P1005,1,39.99
5025083,20260428,S120,P1007,3,131.97
5025083,20260428,S120,P1007,3,131.97
5025084,20260428,S120,P1008,1,38.99
5025084,20260428,S120,P1008,1,38.99
5025085,20260428,S120,P1009,1,40.99
5025085,20260428,S120,P1009,1,40.99
5025086,20260428,S120,P1011,2,101.98
5025086,20260428,S120,P1011,2,101.98
5025087,20260428,S120,P1014,1,26.99
5025087,20260428,S120,P1014,1,26.99
5025088,20260428,S120,P1015,1,32.99
5025088,20260428,S120,P1015,1,32.99
5025089,20260428,S120,P1017,1,114.99
5025089,20260428,S120,P1017,1,114.99
5025090,20260428,S120,P1018,1,113.39
5025090,20260428,S120,P1018,1,113.39
5025091,20260428,S120,P1020,1,112.99
5025091,20260428,S120,P1020,1,112.99
5025092,20260428,S120,P1023,1,91.99
5025092,20260428,S120,P1023,1,91.99
5025093,20260428,S120,P1024,1,93.99
5025093,20260428,S120,P1024,1,93.99
5025094,20260428,S120,P1025,1,49.99
5025094,20260428,S120,P1025,1,49.99
5025095,20260428,S120,P1026,2,173.98
5025095,20260428,S120,P1026,2,173.98
5025096,20260428,S120,P1027,1,63.99
5025096,20260428,S120,P1027,1,63.99
5025097,20260428,S120,P1030,2,83.98
5025097,20260428,S120,P1030,2,83.98
5025098,20260428,S120,P1031,1,54.99
5025098,20260428,S120,P1031,1,54.99
5025099,20260428,S120,P1034,3,47.97
5025099,20260428,S120,P1034,3,47.97
5025100,20260428,S120,P1035,1,18.39
5025100,20260428,S120,P1035,1,18.39
5025101,20260428,S120,P1039,1,27.99
5025101,20260428,S120,P1039,1,27.99
5025102,20260429,S101,P1001,2,55.98
5025103,20260429,S101,P1002,1,34.99
5025104,20260429,S101,P1004,2,65.98
5025105,20260429,S101,P1005,1,31.99
5025106,20260429,S101,P1006,4,121.57
5025107,20260429,S101,P1007,3,131.97
5025108,20260429,S101,P1008,1,38.99
5025109,20260429,S101,P1009,1,36.89
5025110,20260429,S101,P1010,2,47.98
5025111,20260429,S101,P1012,1,35.99
5025112,20260429,S101,P1013,2,81.98
5025113,20260429,S101,P1015,2,65.98
5025114,20260429,S101,P1016,3,119.97
5025115,20260429,S101,P1017,6,620.95
5025116,20260429,S101,P1018,2,251.98
5025117,20260429,S101,P1019,1,87.99
5025118,20260429,S101,P1020,1,112.99
5025119,20260429,S101,P1021,3,215.97
5025120,20260429,S101,P1022,1,97.59
5025121,20260429,S101,P1023,2,183.98
5025122,20260429,S101,P1024,1,75.19
5025123,20260429,S101,P1025,2,89.98
5025124,20260429,S101,P1027,1,63.99
5025125,20260429,S101,P1028,1,83.99
5025126,20260429,S101,P1031,4,219.96
5025127,20260429,S101,P1033,3,29.97
5025128,20260429,S101,P1035,3,62.07
5025129,20260429,S101,P1036,1,25.99
5025130,20260429,S101,P1037,5,149.95
5025131,20260429,S101,P1038,1,8.99
5025132,20260429,S101,P1039,1,27.99
5025133,20260429,S101,P1040,1,11.99
5025134,20260429,S102,P1002,2,69.98
5025135,20260429,S102,P1003,2,53.98
5025136,20260429,S102,P1004,1,29.69
5025137,20260429,S102,P1005,3,119.97
5025138,20260429,S102,P1007,1,43.99
5025139,20260429,S102,P1009,2,81.98
5025140,20260429,S102,P1010,3,80.97
5025141,20260429,S102,P1011,4,183.56
5025142,20260429,S102,P1012,1,35.99
5025143,20260429,S102,P1013,1,32.79
5025144,20260429,S102,P1014,1,29.99
5025145,20260429,S102,P1015,1,32.99
5025146,20260429,S102,P1017,1,114.99
5025147,20260429,S102,P1020,2,180.78
5025148,20260429,S102,P1021,4,259.16
5025149,20260429,S102,P1023,1,103.49
5025150,20260429,S102,P1026,1,69.59
5025151,20260429,S102,P1028,2,151.18
5025152,20260429,S102,P1029,1,71.09
5025153,20260429,S102,P1031,1,54.99
5025154,20260429,S102,P1035,6,137.94
5025155,20260429,S102,P1037,2,59.98
5025156,20260429,S102,P1038,1,8.09
5025157,20260429,S102,P1038,-2,-17.98
5025158,20260429,S102,P1039,2,50.38
5025159,20260429,S102,P1040,1,9.59
5025160,20260429,S103,P1001,1,27.99
5025161,20260429,S103,P1003,2,59.98
5025162,20260429,S103,P1005,1,35.99
5025163,20260429,S103,P1007,1,43.99
5025164,20260429,S103,P1008,3,93.58
5025165,20260429,S103,P1009,3,122.97
5025166,20260429,S103,P1010,1,26.99
5025167,20260429,S103,P1011,1,50.99
5025168,20260429,S103,P1012,1,35.99
5025169,20260429,S103,P1013,4,163.96
5025170,20260429,S103,P1015,2,59.38
5025171,20260429,S103,P1016,1,35.99
5025172,20260429,S103,P1018,1,125.99
5025173,20260429,S103,P1019,3,263.97
5025174,20260429,S103,P1020,1,112.99
5025175,20260429,S103,P1021,2,143.98
5025176,20260429,S103,P1022,2,243.98
5025177,20260429,S103,P1023,5,459.96
5025178,20260429,S103,P1024,2,187.98
5025179,20260429,S103,P1025,1,49.99
5025180,20260429,S103,P1026,2,139.18
5025181,20260429,S103,P1027,1,79.99
5025182,20260429,S103,P1028,4,335.96
5025183,20260429,S103,P1029,1,78.99
5025184,20260429,S103,P1031,1,43.99
5025185,20260429,S103,P1032,1,99.99
5025186,20260429,S103,P1033,5,49.95
5025187,20260429,S103,P1034,5,71.96
5025188,20260429,S103,P1035,1,22.99
5025189,20260429,S103,P1036,1,20.79
5025190,20260429,S103,P1037,2,47.98
5025191,20260429,S103,P1039,2,55.98
5025192,20260429,S104,P1002,2,69.98
5025193,20260429,S104,P1003,4,95.97
5025194,20260429,S104,P1004,1,26.39
5025195,20260429,S104,P1006,1,37.99
5025196,20260429,S104,P1007,2,87.98
5025197,20260429,S104,P1009,4,163.96
5025198,20260429,S104,P1010,1,29.99
5025199,20260429,S104,P1011,1,50.99
5025200,20260429,S104,P1012,1,35.99
5025201,20260429,S104,P1013,2,81.98
5025202,20260429,S104,P1014,1,29.99
5025203,20260429,S104,P1015,6,197.94
5025204,20260429,S104,P1017,3,310.47
5025205,20260429,S104,P1019,5,439.95
5025206,20260429,S104,P1021,1,71.99
5025207,20260429,S104,P1024,1,93.99
5025208,20260429,S104,P1025,1,44.99
5025209,20260429,S104,P1026,1,69.59
5025210,20260429,S104,P1027,1,63.99
5025211,20260429,S104,P1029,3,189.58
5025212,20260429,S104,P1030,1,41.99
5025213,20260429,S104,P1031,2,109.98
5025214,20260429,S104,P1034,1,15.99
5025215,20260429,S104,P1035,2,41.38
5025216,20260429,S104,P1036,2,41.58
5025217,20260429,S104,P1036,-1,-23.39
5025218,20260429,S104,P1037,3,89.97
5025219,20260429,S104,P1038,1,8.99
5025220,20260429,S104,P1039,3,83.97
5025221,20260429,S104,P1040,2,19.18
5025222,20260429,S105,P1001,3,83.97
5025223,20260429,S105,P1003,1,26.99
5025224,20260429,S105,P1004,3,98.97
5025225,20260429,S105,P1005,3,119.97
5025226,20260429,S105,P1006,2,68.38
5025227,20260429,S105,P1007,1,43.99
5025228,20260429,S105,P1008,1,35.09
5025229,20260429,S105,P1010,1,26.99
5025230,20260429,S105,P1011,1,40.79
5025231,20260429,S105,P1012,1,28.79
5025232,20260429,S105,P1013,3,98.38
5025233,20260429,S105,P1014,2,59.98
5025234,20260429,S105,P1018,1,100.79
5025235,20260429,S105,P1019,2,175.98
5025236,20260429,S105,P1020,1,90.39
5025237,20260429,S105,P1022,2,243.98
5025238,20260429,S105,P1023,3,275.98
5025239,20260429,S105,P1025,1,49.99
5025240,20260429,S105,P1027,2,159.98
5025241,20260429,S105,P1028,1,83.99
5025242,20260429,S105,P1029,2,157.98
5025243,20260429,S105,P1030,1,41.99
5025244,20260429,S105,P1032,2,199.98
5025245,20260429,S105,P1034,1,15.99
5025246,20260429,S105,P1035,5,114.95
5025247,20260429,S105,P1036,1,25.99
5025248,20260429,S105,P1039,1,22.39
5025249,20260429,S105,P1040,2,23.98
5025250,20260429,S106,P1001,1,27.99
5025251,20260429,S106,P1003,2,47.98
5025252,20260429,S106,P1005,2,79.98
5025253,20260429,S106,P1007,1,43.99
5025254,20260429,S106,P1009,3,122.97
5025255,20260429,S106,P1013,5,163.96
5025256,20260429,S106,P1014,1,29.99
5025257,20260429,S106,P1015,1,32.99
5025258,20260429,S106,P1016,1,39.99
5025259,20260429,S106,P1017,1,103.49
5025260,20260429,S106,P1018,1,100.79
5025261,20260429,S106,P1019,1,70.39
5025262,20260429,S106,P1021,5,287.96
5025263,20260429,S106,P1022,1,121.99
5025264,20260429,S106,P1023,2,206.98
5025265,20260429,S106,P1024,1,93.99
5025266,20260429,S106,P1025,4,159.97
5025267,20260429,S106,P1026,1,86.99
5025268,20260429,S106,P1027,4,319.96
5025269,20260429,S106,P1028,2,134.38
5025270,20260429,S106,P1029,2,157.98
5025271,20260429,S106,P1031,1,43.99
5025272,20260429,S106,P1033,2,15.98
5025273,20260429,S106,P1034,1,15.99
5025274,20260429,S106,P1035,2,41.38
5025275,20260429,S106,P1037,1,29.99
5025276,20260429,S106,P1038,2,17.98
5025277,20260429,S106,P1040,1,11.99
5025278,20260429,S107,P1003,3,71.98
5025279,20260429,S107,P1004,3,98.97
5025280,20260429,S107,P1005,2,71.98
5025281,20260429,S107,P1006,1,34.19
5025282,20260429,S107,P1007,1,43.99
5025283,20260429,S107,P1008,2,77.98
5025284,20260429,S107,P1009,1,36.89
5025285,20260429,S107,P1010,2,47.98
5025286,20260429,S107,P1011,3,122.38
5025287,20260429,S107,P1012,3,107.97
5025288,20260429,S107,P1014,1,23.99
5025289,20260429,S107,P1015,2,65.98
5025290,20260429,S107,P1016,2,71.98
5025291,20260429,S107,P1016,-2,-79.98
5025292,20260429,S107,P1017,3,275.98
5025293,20260429,S107,P1019,1,87.99
5025294,20260429,S107,P1020,1,112.99
5025295,20260429,S107,P1021,1,71.99
5025296,20260429,S107,P1022,2,219.58
5025297,20260429,S107,P1023,2,183.98
5025298,20260429,S107,P1024,1,93.99
5025299,20260429,S107,P1025,1,49.99
5025300,20260429,S107,P1027,3,215.97
5025301,20260429,S107,P1028,2,167.98
5025302,20260429,S107,P1030,1,41.99
5025303,20260429,S107,P1031,3,164.97
5025304,20260429,S107,P1034,1,15.99
5025305,20260429,S107,P1034,-1,-15.99
5025306,20260429,S107,P1035,1,22.99
5025307,20260429,S107,P1037,1,29.99
5025308,20260429,S108,P1001,2,55.98
5025309,20260429,S108,P1002,1,34.99
5025310,20260429,S108,P1003,2,47.98
5025311,20260429,S108,P1004,1,32.99
5025312,20260429,S108,P1005,4,159.96
5025313,20260429,S108,P1006,3,91.18
5025314,20260429,S108,P1011,2,91.78
5025315,20260429,S108,P1012,2,71.98
5025316,20260429,S108,P1013,1,40.99
5025317,20260429,S108,P1014,2,59.98
5025318,20260429,S108,P1016,1,39.99
5025319,20260429,S108,P1017,2,229.98
5025320,20260429,S108,P1018,2,251.98
5025321,20260429,S108,P1019,2,175.98
5025322,20260429,S108,P1020,1,112.99
5025323,20260429,S108,P1021,1,57.59
5025324,20260429,S108,P1022,1,121.99
5025325,20260429,S108,P1023,2,229.98
5025326,20260429,S108,P1025,1,49.99
5025327,20260429,S108,P1026,2,173.98
5025328,20260429,S108,P1029,1,78.99
5025329,20260429,S108,P1031,2,98.98
5025330,20260429,S108,P1033,3,29.97
5025331,20260429,S108,P1034,2,25.58
5025332,20260429,S108,P1035,1,22.99
5025333,20260429,S108,P1037,3,80.97
5025334,20260429,S108,P1038,2,17.98
5025335,20260429,S108,P1039,1,22.39
5025336,20260429,S108,P1040,1,11.99
5025337,20260429,S109,P1006,1,37.99
5025338,20260429,S109,P1008,2,77.98
5025339,20260429,S109,P1012,3,107.97
5025340,20260429,S109,P1013,3,122.97
5025341,20260429,S109,P1015,2,59.38
5025342,20260429,S109,P1016,2,63.98
5025343,20260429,S109,P1018,1,125.99
5025344,20260429,S109,P1019,1,87.99
5025345,20260429,S109,P1020,1,112.99
5025346,20260429,S109,P1023,1,114.99
5025347,20260429,S109,P1025,1,39.99
5025348,20260429,S109,P1028,1,83.99
5025349,20260429,S109,P1029,1,63.19
5025350,20260429,S109,P1031,4,219.96
5025351,20260429,S109,P1032,1,79.99
5025352,20260429,S109,P1033,3,29.97
5025353,20260429,S109,P1035,1,18.39
5025354,20260429,S109,P1036,3,77.97
5025355,20260429,S109,P1037,1,29.99
5025356,20260429,S109,P1038,1,8.99
5025357,20260429,S109,P1039,2,55.98
5025358,20260429,S109,P1040,1,11.99
5025359,20260429,S110,P1001,1,27.99
5025360,20260429,S110,P1002,4,139.96
5025361,20260429,S110,P1003,2,53.98
5025362,20260429,S110,P1005,5,159.96
5025363,20260429,S110,P1006,1,37.99
5025364,20260429,S110,P1007,1,35.19
5025365,20260429,S110,P1008,2,77.98
5025366,20260429,S110,P1009,2,73.78
5025367,20260429,S110,P1010,1,29.99
5025368,20260429,S110,P1011,1,50.99
5025369,20260429,S110,P1012,1,28.79
5025370,20260429,S110,P1013,2,81.98
5025371,20260429,S110,P1017,1,114.99
5025372,20260429,S110,P1020,1,101.69
5025373,20260429,S110,P1021,1,71.99
5025374,20260429,S110,P1022,1,97.59
5025375,20260429,S110,P1024,2,169.18
5025376,20260429,S110,P1027,1,71.99
5025377,20260429,S110,P1029,1,78.99
5025378,20260429,S110,P1030,2,67.18
5025379,20260429,S110,P1031,1,49.49
5025380,20260429,S110,P1032,4,399.96
5025381,20260429,S110,P1033,2,19.98
5025382,20260429,S110,P1034,2,31.98
5025383,20260429,S110,P1035,3,55.18
5025384,20260429,S110,P1036,2,51.98
5025385,20260429,S110,P1037,2,59.98
5025386,20260429,S110,P1038,2,14.38
5025387,20260429,S110,P1039,1,25.19
5025388,20260429,S110,P1040,1,9.59
5025389,20260429,S111,P1003,1,29.99
5025390,20260429,S111,P1004,1,32.99
5025391,20260429,S111,P1005,1,39.99
5025392,20260429,S111,P1006,1,30.39
5025393,20260429,S111,P1014,1,29.99
5025394,20260429,S111,P1019,1,87.99
5025395,20260429,S111,P1023,1,103.49
5025396,20260429,S111,P1025,2,99.98
5025397,20260429,S111,P1027,1,71.99
5025398,20260429,S111,P1030,1,33.59
5025399,20260429,S111,P1031,2,109.98
5025400,20260429,S111,P1035,1,22.99
5025401,20260429,S111,P1039,2,50.38
5025402,20260429,S111,P1040,1,11.99
5025403,20260429,S112,P1001,1,27.99
5025404,20260429,S112,P1010,1,29.99
5025405,20260429,S112,P1015,2,65.98
5025406,20260429,S112,P1020,1,90.39
5025407,20260429,S112,P1024,1,93.99
5025408,20260429,S112,P1025,1,39.99
5025409,20260429,S112,P1026,1,86.99
5025410,20260429,S112,P1028,1,83.99
5025411,20260429,S112,P1032,1,99.99
5025412,20260429,S112,P1033,1,9.99
5025413,20260429,S112,P1037,1,29.99
5025414,20260429,S112,P1038,1,8.99
5025415,20260429,S112,P1039,1,25.19
5025416,20260429,S112,P1040,1,10.79
5025417,20260429,S113,P1004,1,32.99
5025418,20260429,S113,P1005,1,39.99
5025419,20260429,S113,P1011,1,50.99
5025420,20260429,S113,P1012,1,28.79
5025421,20260429,S113,P1015,1,32.99
5025422,20260429,S113,P1021,1,71.99
5025423,20260429,S113,P1023,2,206.98
5025424,20260429,S113,P1028,2,134.38
5025425,20260429,S113,P1029,1,78.99
5025426,20260429,S113,P1033,1,9.99
5025427,20260429,S113,P1035,1,22.99
5025428,20260429,S114,P1020,1,101.69
5025429,20260429,S114,P1021,1,71.99
5025430,20260429,S114,P1024,2,150.38
5025431,20260429,S114,P1030,2,83.98
5025432,20260429,S114,P1033,1,9.99
5025433,20260429,S114,P1035,1,22.99
5025434,20260429,S114,P1038,2,14.38
5025435,20260429,S115,P1002,1,34.99
5025435,20260429,S115,P1002,1,34.99
5025436,20260429,S115,P1004,1,26.39
5025436,20260429,S115,P1004,1,26.39
5025437,20260429,S115,P1005,2,79.98
5025437,20260429,S115,P1005,2,79.98
5025438,20260429,S115,P1007,4,140.77
5025438,20260429,S115,P1007,4,140.77
5025439,20260429,S115,P1008,1,35.09
5025439,20260429,S115,P1008,1,35.09
5025440,20260429,S115,P1010,1,29.99
5025440,20260429,S115,P1010,1,29.99
5025441,20260429,S115,P1015,1,29.69
5025441,20260429,S115,P1015,1,29.69
5025442,20260429,S115,P1016,2,79.98
5025442,20260429,S115,P1016,2,79.98
5025443,20260429,S115,P1019,1,87.99
5025443,20260429,S115,P1019,1,87.99
5025444,20260429,S115,P1023,1,91.99
5025444,20260429,S115,P1023,1,91.99
5025445,20260429,S115,P1024,1,75.19
5025445,20260429,S115,P1024,1,75.19
5025446,20260429,S115,P1027,5,359.96
5025446,20260429,S115,P1027,5,359.96
5025447,20260429,S115,P1029,1,71.09
5025447,20260429,S115,P1029,1,71.09
5025448,20260429,S115,P1030,1,41.99
5025448,20260429,S115,P1030,1,41.99
5025449,20260429,S115,P1031,1,54.99
5025449,20260429,S115,P1031,1,54.99
5025450,20260429,S115,P1033,2,17.98
5025450,20260429,S115,P1033,2,17.98
5025451,20260429,S115,P1035,3,68.97
5025451,20260429,S115,P1035,3,68.97
5025452,20260429,S115,P1039,1,27.99
5025452,20260429,S115,P1039,1,27.99
5025453,20260429,S116,P1001,1,27.99
5025453,20260429,S116,P1001,1,27.99
5025454,20260429,S116,P1002,1,34.99
5025454,20260429,S116,P1002,1,34.99
5025455,20260429,S116,P1005,1,35.99
5025455,20260429,S116,P1005,1,35.99
5025456,20260429,S116,P1007,1,43.99
5025456,20260429,S116,P1007,1,43.99
5025457,20260429,S116,P1012,2,71.98
5025457,20260429,S116,P1012,2,71.98
5025458,20260429,S116,P1013,2,81.98
5025458,20260429,S116,P1013,2,81.98
5025459,20260429,S116,P1021,1,64.79
5025459,20260429,S116,P1021,1,64.79
5025460,20260429,S116,P1023,1,114.99
5025460,20260429,S116,P1023,1,114.99
5025461,20260429,S116,P1024,2,150.38
5025461,20260429,S116,P1024,2,150.38
5025462,20260429,S116,P1026,1,86.99
5025462,20260429,S116,P1026,1,86.99
5025463,20260429,S116,P1030,1,41.99
5025463,20260429,S116,P1030,1,41.99
5025464,20260429,S116,P1033,1,8.99
5025464,20260429,S116,P1033,1,8.99
5025465,20260429,S116,P1035,2,36.78
5025465,20260429,S116,P1035,2,36.78
5025466,20260429,S116,P1036,1,25.99
5025466,20260429,S116,P1036,1,25.99
5025467,20260429,S116,P1037,1,29.99
5025467,20260429,S116,P1037,1,29.99
5025468,20260429,S116,P1039,1,22.39
5025468,20260429,S116,P1039,1,22.39
5025469,20260429,S117,P1005,1,39.99
5025469,20260429,S117,P1005,1,39.99
5025470,20260429,S117,P1007,1,35.19
5025470,20260429,S117,P1007,1,35.19
5025471,20260429,S117,P1010,1,26.99
5025471,20260429,S117,P1010,1,26.99
5025472,20260429,S117,P1013,1,40.99
5025472,20260429,S117,P1013,1,40.99
5025473,20260429,S117,P1014,1,29.99
5025473,20260429,S117,P1014,1,29.99
5025474,20260429,S117,P1015,1,26.39
5025474,20260429,S117,P1015,1,26.39
5025475,20260429,S117,P1021,1,71.99
5025475,20260429,S117,P1021,1,71.99
5025476,20260429,S117,P1023,1,114.99
5025476,20260429,S117,P1023,1,114.99
5025477,20260429,S117,P1026,2,156.58
5025477,20260429,S117,P1026,2,156.58
5025478,20260429,S117,P1027,2,143.98
5025478,20260429,S117,P1027,2,143.98
5025479,20260429,S117,P1030,2,83.98
5025479,20260429,S117,P1030,2,83.98
5025480,20260429,S117,P1031,1,43.99
5025480,20260429,S117,P1031,1,43.99
5025481,20260429,S117,P1033,3,23.98
5025481,20260429,S117,P1033,3,23.98
5025482,20260429,S117,P1034,1,15.99
5025482,20260429,S117,P1034,1,15.99
5025483,20260429,S117,P1037,3,80.97
5025483,20260429,S117,P1037,3,80.97
5025484,20260429,S117,P1039,1,27.99
5025484,20260429,S117,P1039,1,27.99
5025485,20260429,S118,P1003,2,53.98
5025485,20260429,S118,P1003,2,53.98
5025486,20260429,S118,P1004,2,65.98
5025486,20260429,S118,P1004,2,65.98
5025487,20260429,S118,P1006,1,34.19
5025487,20260429,S118,P1006,1,34.19
5025488,20260429,S118,P1009,2,81.98
5025488,20260429,S118,P1009,2,81.98
5025489,20260429,S118,P1011,1,45.89
5025489,20260429,S118,P1011,1,45.89
5025490,20260429,S118,P1015,1,32.99
5025490,20260429,S118,P1015,1,32.99
5025491,20260429,S118,P1016,1,31.99
5025491,20260429,S118,P1016,1,31.99
5025492,20260429,S118,P1017,3,344.97
5025492,20260429,S118,P1017,3,344.97
5025493,20260429,S118,P1019,2,140.78
5025493,20260429,S118,P1019,2,140.78
5025494,20260429,S118,P1019,-1,-79.19
5025494,20260429,S118,P1019,-1,-79.19
5025495,20260429,S118,P1021,1,71.99
5025495,20260429,S118,P1021,1,71.99
5025496,20260429,S118,P1024,1,75.19
5025496,20260429,S118,P1024,1,75.19
5025497,20260429,S118,P1026,2,156.58
5025497,20260429,S118,P1026,2,156.58
5025498,20260429,S118,P1029,1,78.99
5025498,20260429,S118,P1029,1,78.99
5025499,20260429,S118,P1031,3,164.97
5025499,20260429,S118,P1031,3,164.97
5025500,20260429,S118,P1031,-2,-87.98
5025500,20260429,S118,P1031,-2,-87.98
5025501,20260429,S118,P1034,1,15.99
5025501,20260429,S118,P1034,1,15.99
5025502,20260429,S118,P1035,2,36.78
5025502,20260429,S118,P1035,2,36.78
5025503,20260429,S118,P1036,1,23.39
5025503,20260429,S118,P1036,1,23.39
5025504,20260429,S118,P1037,2,47.98
5025504,20260429,S118,P1037,2,47.98
5025505,20260429,S118,P1040,1,11.99
5025505,20260429,S118,P1040,1,11.99
5025506,20260429,S119,P1003,2,59.98
5025506,20260429,S119,P1003,2,59.98
5025507,20260429,S119,P1009,2,73.78
5025507,20260429,S119,P1009,2,73.78
5025508,20260429,S119,P1011,1,50.99
5025508,20260429,S119,P1011,1,50.99
5025509,20260429,S119,P1013,3,122.97
5025509,20260429,S119,P1013,3,122.97
5025510,20260429,S119,P1014,1,23.99
5025510,20260429,S119,P1014,1,23.99
5025511,20260429,S119,P1019,1,87.99
5025511,20260429,S119,P1019,1,87.99
5025512,20260429,S119,P1020,1,90.39
5025512,20260429,S119,P1020,1,90.39
5025513,20260429,S119,P1021,2,115.18
5025513,20260429,S119,P1021,2,115.18
5025514,20260429,S119,P1029,1,78.99
5025514,20260429,S119,P1029,1,78.99
5025515,20260429,S119,P1030,1,33.59
5025515,20260429,S119,P1030,1,33.59
5025516,20260429,S119,P1031,3,148.47
5025516,20260429,S119,P1031,3,148.47
5025517,20260429,S119,P1034,1,14.39
5025517,20260429,S119,P1034,1,14.39
5025518,20260429,S119,P1035,3,68.97
5025518,20260429,S119,P1035,3,68.97
5025519,20260429,S119,P1037,1,26.99
5025519,20260429,S119,P1037,1,26.99
5025520,20260429,S119,P1039,1,27.99
5025520,20260429,S119,P1039,1,27.99
5025521,20260429,S120,P1002,1,34.99
5025521,20260429,S120,P1002,1,34.99
